Gene,Perturbed_excitatory_count,Unperturbed_excitatory_count,Perturbed_inhibtory_count,Unperturbed_inhibtory_count,excitatory_LogFC,inhibtory_LogFC,Total_cells
Pbx2,915,919,1184,1176,-0.006293118117629713,0.009781020792585396,2153
Atf6b,933,919,1164,1176,0.02181221956272435,-0.014797001928080552,2153
Zbtb12,898,919,1198,1176,-0.0333494165478876,0.026739847952421215,2153
Pou5f1,919,919,1176,1176,0.0,0.0,2153
Zfp57,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Runx2,919,919,1176,1176,0.0,0.0,2153
Cdc5l,906,919,1190,1176,-0.020553811242799425,0.017073513358941406,2153
Srf,920,919,1176,1176,0.001568999655340681,0.0,2153
Trerf1,903,919,1195,1176,-0.025338873808176336,0.023122558031746652,2153
Tfeb,919,919,1176,1176,0.0,0.0,2153
Foxp4,919,919,1176,1176,0.0,0.0,2153
Nfya,926,919,1174,1176,0.01094733197120195,-0.0024556517263121347,2153
Satb1,907,919,1190,1176,-0.018962310760512108,0.017073513358941406,2153
Safb2,917,919,1177,1176,-0.0031431276939800435,0.001226260202079849,2153
Safb,892,919,1195,1176,-0.04302115136872975,0.023122558031746652,2153
Rfx2,904,919,1191,1176,-0.02374208887384673,0.018285353027749553,2153
L3mbtl4,919,919,1176,1176,0.0,0.0,2153
Zbtb14,928,919,1166,1176,0.014059943838537611,-0.012320271635867894,2153
Tgif1,901,919,1194,1176,-0.0285377554754959,0.021914776428440728,2153
Cebpz,919,919,1187,1176,0.0,0.013431874805542431,2153
Six3,928,919,1169,1176,0.014059943838537611,-0.008613130304708033,2153
Six2,919,919,1176,1176,0.0,0.0,2153
Epas1,926,919,1169,1176,0.01094733197120195,-0.008613130304708033,2153
Foxn2,899,919,1196,1176,-0.03174374577458725,0.024329329361740502,2153
Crem,904,919,1191,1176,-0.02374208887384673,0.018285353027749553,2153
Zeb1,909,919,1185,1176,-0.01578456709492736,0.010998998949257108,2153
Mkx,919,919,1176,1176,0.0,0.0,2153
Gata6,919,919,1176,1176,0.0,0.0,2153
Egr1,919,919,1176,1176,0.0,0.0,2153
Cxxc5,921,919,1172,1176,0.0031362948023009943,-0.004915490414116527,2153
Pura,870,919,1226,1176,-0.07904946055294383,0.060070918854417246,2153
Nr3c1,915,919,1180,1176,-0.006293118117629713,0.004898799412839056,2153
Pou4f3,919,919,1176,1176,0.0,0.0,2153
Fam170a,919,919,1176,1176,0.0,0.0,2153
Prdm6,919,919,1176,1176,0.0,0.0,2153
Cdx1,919,919,1176,1176,0.0,0.0,2153
Onecut2,919,919,1175,1176,0.0,-0.00122730338400237,2153
Rax,919,919,1176,1176,0.0,0.0,2153
Tcf4,781,919,1315,1176,-0.23474231314705513,0.1611747393433003,2153
Mbd2,945,919,1155,1176,0.04024946781940051,-0.025995208532944576,2153
Smad4,869,919,1236,1176,-0.08070868447463427,0.07179068306801009,2153
Cxxc1,911,919,1182,1176,-0.0126138074869838,0.007341975341167981,2153
Mbd1,903,919,1180,1176,-0.025338873808176336,0.004898799412839056,2153
Zbtb7c,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Skor2,919,919,1176,1176,0.0,0.0,2153
Setbp1,791,919,1307,1176,-0.2163871668162427,0.1523710809590688,2153
Adnp2,910,919,1184,1176,-0.014198316202975882,0.009781020792585396,2153
Nfatc1,917,919,1177,1176,-0.0031431276939800435,0.001226260202079849,2153
Sall3,925,919,1175,1176,0.009388504114640078,-0.00122730338400237,2153
Tshz1,949,919,1151,1176,0.046343225732074764,-0.031000226704134045,2153
Tbx10,919,919,1176,1176,0.0,0.0,2153
Kdm2a,911,919,1178,1176,-0.0126138074869838,0.002451478994096389,2153
Npas4,919,919,1176,1176,0.0,0.0,2153
Drap1,879,919,1205,1176,-0.06420169614563043,0.03514508628095949,2153
Fosl1,919,919,1176,1176,0.0,0.0,2153
Ovol1,919,919,1176,1176,0.0,0.0,2153
Rela,911,919,1183,1176,-0.0126138074869838,0.008562013503424,2153
Tigd3,919,919,1176,1176,0.0,0.0,2153
Batf2,918,919,1178,1176,-0.0015707078752265138,0.002451478994096389,2153
Esrra,919,919,1176,1176,0.0,0.0,2153
Zbtb3,917,919,1177,1176,-0.0031431276939800435,0.001226260202079849,2153
Myrf,919,919,1176,1176,0.0,0.0,2153
Zfp91,890,919,1205,1176,-0.046259525435274465,0.03514508628095949,2153
Foxb2,919,919,1176,1176,0.0,0.0,2153
Rorb,838,919,1242,1176,-0.13311461758968285,0.07877711338411687,2153
Klf9,925,919,1170,1176,0.009388504114640078,-0.007379530365597452,2153
Foxd4,919,919,1176,1176,0.0,0.0,2153
Dmrt1,919,919,1176,1176,0.0,0.0,2153
Dmrt3,907,919,1187,1176,-0.018962310760512108,0.013431874805542431,2153
Dmrt2,919,919,1176,1176,0.0,0.0,2153
Rfx3,875,919,1206,1176,-0.07078184456934335,0.03634184706372036,2153
Glis3,922,919,1175,1176,0.004701889140303366,-0.00122730338400237,2153
Hhex,919,919,1176,1176,0.0,0.0,2153
Lcor,910,919,1188,1176,-0.014198316202975882,0.014646775964401263,2153
Nkx2-3,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Pax2,916,919,1179,1176,-0.004717263192090615,0.0036756581433983696,2153
Tlx1,919,919,1176,1176,0.0,0.0,2153
Lbx1,919,919,1176,1176,0.0,0.0,2153
Pitx3,919,919,1176,1176,0.0,0.0,2153
Nfkb2,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Pcgf6,927,919,1167,1176,0.01250447733649627,-0.011083499129016334,2153
Mxi1,931,919,1164,1176,0.018716306269759092,-0.014797001928080552,2153
Tcf7l2,914,919,1180,1176,-0.00787069623096478,0.004898799412839056,2153
Vax1,924,919,1171,1176,0.00782799012702318,-0.006146984335149348,2153
Emx2,936,919,1155,1176,0.026443668294370042,-0.025995208532944576,2153
Foxp3,919,919,1176,1176,0.0,0.0,2153
Tfe3,880,919,1216,1176,-0.06256133776437492,0.04825516860722115,2153
Gata1,919,919,1176,1176,0.0,0.0,2153
Elk1,924,919,1174,1176,0.00782799012702318,-0.0024556517263121347,2153
Nkrf,939,919,1156,1176,0.03106029636473993,-0.024746662335685607,2153
Zbtb33,909,919,1186,1176,-0.01578456709492736,0.012215949709639348,2153
Elf4,920,919,1177,1176,0.001568999655340681,0.001226260202079849,2153
Zic3,911,919,1183,1176,-0.0126138074869838,0.008562013503424,2153
Sox3,936,919,1168,1176,0.026443668294370042,-0.009847785956347178,2153
Zfp92,919,919,1176,1176,0.0,0.0,2153
Mecp2,917,919,1179,1176,-0.0031431276939800435,0.0036756581433983696,2153
Nr0b1,919,919,1176,1176,0.0,0.0,2153
Arx,1035,919,1063,1176,0.17149400109765303,-0.14574646330525975,2153
Zfx,946,919,1150,1176,0.04177532205036067,-0.03225419900462678,2153
Zxdb,916,919,1187,1176,-0.004717263192090615,0.013431874805542431,2153
Ar,918,919,1177,1176,-0.0015707078752265138,0.001226260202079849,2153
Foxo4,921,919,1175,1176,0.0031362948023009943,-0.00122730338400237,2153
Cdx4,919,919,1176,1176,0.0,0.0,2153
Tbx22,919,919,1176,1176,0.0,0.0,2153
Pou3f4,920,919,1175,1176,0.001568999655340681,-0.00122730338400237,2153
Hdx,915,919,1185,1176,-0.006293118117629713,0.010998998949257108,2153
Dach2,921,919,1174,1176,0.0031362948023009943,-0.0024556517263121347,2153
Cpxcr1,919,919,1176,1176,0.0,0.0,2153
Zmat1,924,919,1174,1176,0.00782799012702318,-0.0024556517263121347,2153
Esx1,919,919,1176,1176,0.0,0.0,2153
Foxr2,919,919,1176,1176,0.0,0.0,2153
Klf8,917,919,1178,1176,-0.0031431276939800435,0.002451478994096389,2153
Yy2,919,919,1176,1176,0.0,0.0,2153
Sry,919,919,1176,1176,0.0,0.0,2153
