Gene,Perturbed_Notochord_count,Unperturbed_Notochord_count,Perturbed_Prechordal_count,Unperturbed_Prechordal_count,Notochord_LogFC,Prechordal_LogFC,Total_cells
SI:DKEY-77F5.4,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-77F5.6,634,634,107,107,0.0,0.0,741
SI:DKEY-77F5.8,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEY-79D12.4,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-7E14.3,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-7I4.10,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-7I4.11,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-7I4.12,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.13,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-7I4.14,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.15,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.16,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.19,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.5,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-7I4.7,634,634,107,107,0.0,0.0,741
SI:DKEY-7I4.9,634,634,107,107,0.0,0.0,741
SI:DKEY-7J22.1,634,634,107,107,0.0,0.0,741
SI:DKEY-7J22.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-7J22.4,634,634,107,107,0.0,0.0,741
SI:DKEY-7L6.3,634,634,107,107,0.0,0.0,741
SI:DKEY-82I20.2,634,634,107,107,0.0,0.0,741
SI:DKEY-92J16.2,634,634,107,107,0.0,0.0,741
SI:DKEY-93N13.1,634,634,107,107,0.0,0.0,741
SI:DKEY-93N13.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEYP-104F11.6,590,634,151,107,-0.10376788589020366,0.49693775292393205,741
SI:DKEYP-104F11.8,634,634,107,107,0.0,0.0,741
SI:DKEYP-113D7.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEYP-113D7.10,592,634,149,107,-0.09888566451045752,0.4777015340610147,741
SI:DKEYP-117B8.4,634,634,107,107,0.0,0.0,741
SI:DKEYP-121D2.7,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEYP-35E5.10,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEYP-35E5.9,666,634,75,107,0.07103933693185475,-0.5126482959052661,741
SI:DKEYP-38G8.5,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEYP-41F9.4,634,634,107,107,0.0,0.0,741
SI:DKEYP-44B5.5,634,634,107,107,0.0,0.0,741
SI:DKEYP-44D3.1,634,634,107,107,0.0,0.0,741
SI:DKEYP-44D3.3,634,634,107,107,0.0,0.0,741
SI:DKEYP-4F2.3,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
SI:DKEYP-53D3.3,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
SI:DKEYP-53D3.5,634,634,107,107,0.0,0.0,741
SI:DKEYP-53E4.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEYP-53E4.2,634,634,107,107,0.0,0.0,741
SI:DKEYP-68B7.7,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEYP-79B7.12,634,634,107,107,0.0,0.0,741
SI:DKEYP-82B4.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEYP-82H4.3,634,634,107,107,0.0,0.0,741
SI:DKEYP-84F3.5,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEYP-84F3.9,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEYP-85D8.5,634,634,107,107,0.0,0.0,741
SI:RP71-1D10.8,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SI:RP71-1G18.1,652,634,89,107,0.04038912409167036,-0.26573355543474925,741
SI:RP71-1H20.5,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
SI:RP71-45K5.2,615,634,126,107,-0.04389642991280509,0.2358129370987694,741
SI:ZFOS-128G4.1,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
SI:ZFOS-128G4.2,634,634,107,107,0.0,0.0,741
SI:ZFOS-44A5.1,616,634,125,107,-0.04155248944450596,0.22431729826094013,741
SIM1A,634,634,107,107,0.0,0.0,741
SIM1B,634,634,107,107,0.0,0.0,741
SIX1A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SIX1B,634,634,107,107,0.0,0.0,741
SIX2A,634,634,107,107,0.0,0.0,741
SIX2B,634,634,107,107,0.0,0.0,741
SIX3A,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
SIX3B,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SIX4A,634,634,107,107,0.0,0.0,741
SIX4B,634,634,107,107,0.0,0.0,741
SIX5,634,634,107,107,0.0,0.0,741
SIX6A,634,634,107,107,0.0,0.0,741
SIX6B,634,634,107,107,0.0,0.0,741
SIX7,634,634,107,107,0.0,0.0,741
SIX9,634,634,107,107,0.0,0.0,741
SMAD1,634,634,107,107,0.0,0.0,741
SMAD3A,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
SMAD3B,634,634,107,107,0.0,0.0,741
SMAD5,588,634,153,107,-0.10866668530304284,0.5159208562915049,741
SMAD6A,634,634,107,107,0.0,0.0,741
SMAD9,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SNAI1A,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
SNAI1B,634,634,107,107,0.0,0.0,741
SNAI2,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
SNAI3,634,634,107,107,0.0,0.0,741
SNAPC4,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SOX10,634,634,107,107,0.0,0.0,741
SOX11A,667,634,74,107,0.07320392104517759,-0.5320136207721972,741
SOX11B,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SOX12,634,634,107,107,0.0,0.0,741
SOX13,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SOX14,634,634,107,107,0.0,0.0,741
SOX17,634,634,107,107,0.0,0.0,741
SOX18,634,634,107,107,0.0,0.0,741
SOX19A,577,634,164,107,-0.13591152149392477,0.6160850182169366,741
SOX19B,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SOX1A,634,634,107,107,0.0,0.0,741
SOX1B,634,634,107,107,0.0,0.0,741
SOX2,634,634,107,107,0.0,0.0,741
SOX21A,634,634,107,107,0.0,0.0,741
SOX21B,634,634,107,107,0.0,0.0,741
SOX3,589,634,152,107,-0.10621520630894654,0.5064605270424385,741
SOX32,634,634,107,107,0.0,0.0,741
SOX4A,634,634,107,107,0.0,0.0,741
SOX4B,634,634,107,107,0.0,0.0,741
SOX5,634,634,107,107,0.0,0.0,741
SOX6,634,634,107,107,0.0,0.0,741
SOX7,634,634,107,107,0.0,0.0,741
SOX8A,634,634,107,107,0.0,0.0,741
SOX8B,634,634,107,107,0.0,0.0,741
SOX9A,634,634,107,107,0.0,0.0,741
SOX9B,634,634,107,107,0.0,0.0,741
SP1,604,634,137,107,-0.06993429081432839,0.3565650965593798,741
SP2,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SP3A,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
SP3B,634,634,107,107,0.0,0.0,741
SP4,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
SP5A,594,634,147,107,-0.09401990933864153,0.4582053584352175,741
SP5L,591,634,150,107,-0.10132470996187483,0.48735170409473394,741
SP6,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SP7,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SP8A,634,634,107,107,0.0,0.0,741
SP8B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SP9,634,634,107,107,0.0,0.0,741
SPDEF,634,634,107,107,0.0,0.0,741
SPI1A,634,634,107,107,0.0,0.0,741
SPI1B,634,634,107,107,0.0,0.0,741
SPIC,634,634,107,107,0.0,0.0,741
SREBF1,634,634,107,107,0.0,0.0,741
SREBF2,585,634,156,107,-0.11604621566864032,0.5439352324611013,741
SRFA,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SRFB,634,634,107,107,0.0,0.0,741
SSRP1A,458,634,283,107,-0.46913524204246343,1.4031912564307354,741
STAT1A,634,634,107,107,0.0,0.0,741
STAT1B,634,634,107,107,0.0,0.0,741
STAT2,634,634,107,107,0.0,0.0,741
STAT3,654,634,87,107,0.044807795358675316,-0.29852349055241867,741
STAT4,634,634,107,107,0.0,0.0,741
STAT5A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
STAT5B,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
STAT6,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TA,124,634,617,107,-2.354142719752532,2.527659692748271,741
TAL1,634,634,107,107,0.0,0.0,741
TAL2,634,634,107,107,0.0,0.0,741
TB,634,634,107,107,0.0,0.0,741
TBP,611,634,130,107,-0.05331046032067771,0.2809008266273074,741
TBPL1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
TBPL2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TBR1A,634,634,107,107,0.0,0.0,741
TBR1B,634,634,107,107,0.0,0.0,741
TBX1,634,634,107,107,0.0,0.0,741
TBX15,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
TBX16,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
TBX18,634,634,107,107,0.0,0.0,741
TBX19,634,634,107,107,0.0,0.0,741
TBX20,634,634,107,107,0.0,0.0,741
TBX21,634,634,107,107,0.0,0.0,741
TBX22,634,634,107,107,0.0,0.0,741
TBX2A,634,634,107,107,0.0,0.0,741
TBX2B,634,634,107,107,0.0,0.0,741
TBX3A,634,634,107,107,0.0,0.0,741
TBX4,634,634,107,107,0.0,0.0,741
TBX5A,634,634,107,107,0.0,0.0,741
TBX5B,634,634,107,107,0.0,0.0,741
TBX6,634,634,107,107,0.0,0.0,741
TBX6L,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
TCF12,634,634,107,107,0.0,0.0,741
TCF15,634,634,107,107,0.0,0.0,741
TCF21,634,634,107,107,0.0,0.0,741
TCF23,634,634,107,107,0.0,0.0,741
TCF24,634,634,107,107,0.0,0.0,741
TCF3A,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
TCF3B,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
TCF7,634,634,107,107,0.0,0.0,741
TCF7L1A,634,634,107,107,0.0,0.0,741
TCF7L1B,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
TCF7L2,634,634,107,107,0.0,0.0,741
TEAD1A,662,634,79,107,0.062348376667810367,-0.43768623822404407,741
TEAD1B,634,634,107,107,0.0,0.0,741
TEAD3A,634,634,107,107,0.0,0.0,741
TEAD3B,634,634,107,107,0.0,0.0,741
TEFA,591,634,150,107,-0.10132470996187483,0.48735170409473394,741
TEFB,634,634,107,107,0.0,0.0,741
TERF1,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
TERFA,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
TET1,634,634,107,107,0.0,0.0,741
TFAP2A,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TFAP2B,634,634,107,107,0.0,0.0,741
TFAP2C,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
TFAP2D,634,634,107,107,0.0,0.0,741
TFAP2E,634,634,107,107,0.0,0.0,741
TFAP4,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
TFCP2,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
TFCP2L1,634,634,107,107,0.0,0.0,741
TFDP1A,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TFDP1B,656,634,85,107,0.049212974478676445,-0.3320760502634452,741
TFDP2,634,634,107,107,0.0,0.0,741
TFE3A,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TFE3B,634,634,107,107,0.0,0.0,741
TFEB,634,634,107,107,0.0,0.0,741
TFEC,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TGIF1,444,634,297,107,-0.5139231637893013,1.472852134399619,741
THAP1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
THAP11,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
THAP3,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
THAP7,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
THRAA,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
THRAB,634,634,107,107,0.0,0.0,741
THRB,634,634,107,107,0.0,0.0,741
TIMELESS,622,634,119,107,-0.027568260008804704,0.15335077690679658,741
TLX1,634,634,107,107,0.0,0.0,741
TLX2,634,634,107,107,0.0,0.0,741
TLX3B,634,634,107,107,0.0,0.0,741
TOX4B,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
TP53,608,634,133,107,-0.060411516695821704,0.31381544910004266,741
TP63,634,634,107,107,0.0,0.0,741
TP73,634,634,107,107,0.0,0.0,741
TRAF6,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TRPS1,634,634,107,107,0.0,0.0,741
TSHZ1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
TSHZ2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TSHZ3B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
TWIST1A,634,634,107,107,0.0,0.0,741
TWIST1B,634,634,107,107,0.0,0.0,741
TWIST2,110,634,631,107,-2.5269793166147476,2.560029208581402,741
TWIST3,634,634,107,107,0.0,0.0,741
UBP1,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
UBTFL,634,634,107,107,0.0,0.0,741
UNCX,634,634,107,107,0.0,0.0,741
UNCX4.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
USF1,594,634,147,107,-0.09401990933864153,0.4582053584352175,741
USF1L,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
USF2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
USF3,634,634,107,107,0.0,0.0,741
VAX1,634,634,107,107,0.0,0.0,741
VAX2,634,634,107,107,0.0,0.0,741
VDRB,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
VED,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
VENT,624,634,117,107,-0.022936811277158933,0.12889773318225758,741
VEZF1A,634,634,107,107,0.0,0.0,741
VEZF1B,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
VOX,600,634,141,107,-0.07952033964352637,0.3980843659976466,741
VSX1,634,634,107,107,0.0,0.0,741
VSX2,634,634,107,107,0.0,0.0,741
WT1A,634,634,107,107,0.0,0.0,741
WT1B,634,634,107,107,0.0,0.0,741
WU:FE05A04,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
WU:FE17E08,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
XAF1,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
XBP1,683,634,58,107,0.10740273815068316,-0.883485991273575,741
YBX1,345,634,396,107,-0.877886478473876,1.8878896336784627,741
YY1A,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
YY1B,583,634,158,107,-0.1209869569389109,0.5623137617759559,741
ZBED4,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
ZBTB1,634,634,107,107,0.0,0.0,741
ZBTB10,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZBTB11,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZBTB12.1,634,634,107,107,0.0,0.0,741
ZBTB12.2,634,634,107,107,0.0,0.0,741
ZBTB14,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZBTB16A,634,634,107,107,0.0,0.0,741
ZBTB16B,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
ZBTB17,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZBTB18,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZBTB20,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZBTB21,634,634,107,107,0.0,0.0,741
ZBTB22B,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
ZBTB24,634,634,107,107,0.0,0.0,741
ZBTB26,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
ZBTB2A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZBTB2B,634,634,107,107,0.0,0.0,741
ZBTB3,634,634,107,107,0.0,0.0,741
ZBTB32,634,634,107,107,0.0,0.0,741
ZBTB34,634,634,107,107,0.0,0.0,741
ZBTB37,634,634,107,107,0.0,0.0,741
ZBTB38,634,634,107,107,0.0,0.0,741
ZBTB39,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZBTB4,634,634,107,107,0.0,0.0,741
ZBTB40,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZBTB41,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZBTB42,634,634,107,107,0.0,0.0,741
ZBTB43,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZBTB44,634,634,107,107,0.0,0.0,741
ZBTB46,634,634,107,107,0.0,0.0,741
ZBTB47A,634,634,107,107,0.0,0.0,741
ZBTB47B,634,634,107,107,0.0,0.0,741
ZBTB48,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
ZBTB49,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZBTB7A,634,634,107,107,0.0,0.0,741
ZBTB7B,634,634,107,107,0.0,0.0,741
ZBTB7C,634,634,107,107,0.0,0.0,741
ZBTB8A,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
ZBTB8B,634,634,107,107,0.0,0.0,741
ZC2HC1A,572,634,169,107,-0.14846769336101776,0.6594124498810374,741
ZEB1A,582,634,159,107,-0.12346368723112346,0.5714159688832084,741
ZEB1B,634,634,107,107,0.0,0.0,741
ZEB2A,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
ZEB2B,634,634,107,107,0.0,0.0,741
ZFAT,634,634,107,107,0.0,0.0,741
ZFHX3,634,634,107,107,0.0,0.0,741
ZFHX4,634,634,107,107,0.0,0.0,741
ZFP64,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
ZFPM1,634,634,107,107,0.0,0.0,741
ZFPM2A,634,634,107,107,0.0,0.0,741
ZFPM2B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZFX,570,634,171,107,-0.1535209210873033,0.676385528484751,741
ZGC:101130,634,634,107,107,0.0,0.0,741
ZGC:101562,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZGC:110249,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZGC:110821,634,634,107,107,0.0,0.0,741
ZGC:112083,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZGC:112977,634,634,107,107,0.0,0.0,741
ZGC:112998,634,634,107,107,0.0,0.0,741
ZGC:113019,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZGC:113030,634,634,107,107,0.0,0.0,741
ZGC:113090,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZGC:113102,634,634,107,107,0.0,0.0,741
ZGC:113119,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZGC:113176,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZGC:113209,572,634,169,107,-0.14846769336101776,0.6594124498810374,741
ZGC:113263,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZGC:113294,634,634,107,107,0.0,0.0,741
ZGC:113295,634,634,107,107,0.0,0.0,741
ZGC:113336,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZGC:113343,634,634,107,107,0.0,0.0,741
ZGC:113348,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
ZGC:113364,634,634,107,107,0.0,0.0,741
ZGC:113372,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZGC:113377,634,634,107,107,0.0,0.0,741
ZGC:113411,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZGC:113424,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZGC:113426,634,634,107,107,0.0,0.0,741
ZGC:113443,634,634,107,107,0.0,0.0,741
ZGC:113452,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZGC:113518,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZGC:113886,617,634,124,107,-0.03921235098998945,0.21272932398572814,741
ZGC:136308,634,634,107,107,0.0,0.0,741
ZGC:152938,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZGC:153116,634,634,107,107,0.0,0.0,741
ZGC:153292,634,634,107,107,0.0,0.0,741
ZGC:153924,634,634,107,107,0.0,0.0,741
ZGC:158291,634,634,107,107,0.0,0.0,741
ZGC:158320,634,634,107,107,0.0,0.0,741
ZGC:161969,595,634,146,107,-0.09159317194410131,0.4483575724788702,741
ZGC:162612,634,634,107,107,0.0,0.0,741
ZGC:162936,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
ZGC:162962,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZGC:162971,634,634,107,107,0.0,0.0,741
ZGC:163077,654,634,87,107,0.044807795358675316,-0.29852349055241867,741
ZGC:163143,634,634,107,107,0.0,0.0,741
ZGC:165514,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZGC:165515,596,634,145,107,-0.08917050967724562,0.43844210361378755,741
ZGC:171220,634,634,107,107,0.0,0.0,741
ZGC:171422,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
ZGC:171459,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
ZGC:171506,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZGC:171551,634,634,107,107,0.0,0.0,741
ZGC:171599,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZGC:171673,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
ZGC:171901,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
ZGC:172128,634,634,107,107,0.0,0.0,741
ZGC:173517,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
ZGC:173548,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZGC:173575,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZGC:173577,645,634,96,107,0.024816320171209057,-0.15650448567999078,741
ZGC:173619,634,634,107,107,0.0,0.0,741
ZGC:173624,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZGC:173702,634,634,107,107,0.0,0.0,741
ZGC:173705,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZGC:173714,634,634,107,107,0.0,0.0,741
ZGC:173726,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
ZGC:174224,634,634,107,107,0.0,0.0,741
ZGC:174263,634,634,107,107,0.0,0.0,741
ZGC:174275,616,634,125,107,-0.04155248944450596,0.22431729826094013,741
ZGC:174310,634,634,107,107,0.0,0.0,741
ZGC:174314,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
ZGC:174315,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZGC:174573,634,634,107,107,0.0,0.0,741
ZGC:174574,634,634,107,107,0.0,0.0,741
ZGC:174646,634,634,107,107,0.0,0.0,741
ZGC:174650,634,634,107,107,0.0,0.0,741
ZGC:174696,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZGC:174704,634,634,107,107,0.0,0.0,741
ZGC:175107,634,634,107,107,0.0,0.0,741
ZGC:175284,634,634,107,107,0.0,0.0,741
ZGC:193790,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZGC:194189,634,634,107,107,0.0,0.0,741
ZGC:194336,634,634,107,107,0.0,0.0,741
ZGC:66443,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZGC:66448,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
ZGC:66474,623,634,118,107,-0.025250677115405396,0.14117606296069418,741
ZGC:66483,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
ZGC:77151,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZGC:91944,634,634,107,107,0.0,0.0,741
ZGLP1,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
ZHX3,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZIC1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZIC2A,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ZIC2B,586,634,155,107,-0.11358217571715933,0.5346574188730906,741
ZIC3,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
ZIC4,634,634,107,107,0.0,0.0,741
ZIC5,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
ZIC6,634,634,107,107,0.0,0.0,741
ZNF1000,634,634,107,107,0.0,0.0,741
ZNF1003,634,634,107,107,0.0,0.0,741
ZNF1004,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ZNF1005,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF1007,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ZNF1008,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1009,634,634,107,107,0.0,0.0,741
ZNF1010,634,634,107,107,0.0,0.0,741
ZNF1011,634,634,107,107,0.0,0.0,741
ZNF1012,634,634,107,107,0.0,0.0,741
ZNF1014,634,634,107,107,0.0,0.0,741
ZNF1015,634,634,107,107,0.0,0.0,741
ZNF1016,634,634,107,107,0.0,0.0,741
ZNF1017,634,634,107,107,0.0,0.0,741
ZNF1018,634,634,107,107,0.0,0.0,741
ZNF1020,634,634,107,107,0.0,0.0,741
ZNF1021,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1023,634,634,107,107,0.0,0.0,741
ZNF1025,634,634,107,107,0.0,0.0,741
ZNF1026,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1027,634,634,107,107,0.0,0.0,741
ZNF1028,634,634,107,107,0.0,0.0,741
ZNF1030,634,634,107,107,0.0,0.0,741
ZNF1031,634,634,107,107,0.0,0.0,741
ZNF1033,634,634,107,107,0.0,0.0,741
ZNF1034,634,634,107,107,0.0,0.0,741
ZNF1035,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
ZNF1036,634,634,107,107,0.0,0.0,741
ZNF1037,634,634,107,107,0.0,0.0,741
ZNF1038,634,634,107,107,0.0,0.0,741
ZNF1039,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1040,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
ZNF1041,634,634,107,107,0.0,0.0,741
ZNF1042,634,634,107,107,0.0,0.0,741
ZNF1043,634,634,107,107,0.0,0.0,741
ZNF1044,634,634,107,107,0.0,0.0,741
ZNF1045,634,634,107,107,0.0,0.0,741
ZNF1046,634,634,107,107,0.0,0.0,741
ZNF1048,634,634,107,107,0.0,0.0,741
ZNF1049,634,634,107,107,0.0,0.0,741
ZNF1050,634,634,107,107,0.0,0.0,741
ZNF1052,634,634,107,107,0.0,0.0,741
ZNF1055,634,634,107,107,0.0,0.0,741
ZNF1056,634,634,107,107,0.0,0.0,741
ZNF1057,634,634,107,107,0.0,0.0,741
ZNF1058,634,634,107,107,0.0,0.0,741
ZNF1059,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ZNF1060,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
ZNF1061,634,634,107,107,0.0,0.0,741
ZNF1062,634,634,107,107,0.0,0.0,741
ZNF1063,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ZNF1064,634,634,107,107,0.0,0.0,741
ZNF1065,634,634,107,107,0.0,0.0,741
ZNF1066,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ZNF1067,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
