Gene,Perturbed_Notochord_count,Unperturbed_Notochord_count,Perturbed_Prechordal_count,Unperturbed_Prechordal_count,Notochord_LogFC,Prechordal_LogFC,Total_cells
NKX6.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
NKX6.2,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
NKX6.3,634,634,107,107,0.0,0.0,741
NOTO,204,634,537,107,-1.6359136881679117,2.3273112915842655,741
NPAS2,634,634,107,107,0.0,0.0,741
NPAS4A,634,634,107,107,0.0,0.0,741
NPAS4B,634,634,107,107,0.0,0.0,741
NR1D1,634,634,107,107,0.0,0.0,741
NR1D2A,634,634,107,107,0.0,0.0,741
NR1D2B,634,634,107,107,0.0,0.0,741
NR1D4A,634,634,107,107,0.0,0.0,741
NR1D4B,634,634,107,107,0.0,0.0,741
NR1H4,634,634,107,107,0.0,0.0,741
NR1H5,634,634,107,107,0.0,0.0,741
NR1I2,634,634,107,107,0.0,0.0,741
NR2C1,634,634,107,107,0.0,0.0,741
NR2C2,634,634,107,107,0.0,0.0,741
NR2E1,634,634,107,107,0.0,0.0,741
NR2E3,634,634,107,107,0.0,0.0,741
NR2F1A,634,634,107,107,0.0,0.0,741
NR2F1B,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
NR2F2,634,634,107,107,0.0,0.0,741
NR2F5,634,634,107,107,0.0,0.0,741
NR2F6A,652,634,89,107,0.04038912409167036,-0.26573355543474925,741
NR2F6B,634,634,107,107,0.0,0.0,741
NR3C1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
NR3C2,634,634,107,107,0.0,0.0,741
NR4A1,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
NR4A2A,634,634,107,107,0.0,0.0,741
NR4A2B,634,634,107,107,0.0,0.0,741
NR4A3,634,634,107,107,0.0,0.0,741
NR5A1A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
NR5A1B,634,634,107,107,0.0,0.0,741
NR5A2,634,634,107,107,0.0,0.0,741
NR5A5,634,634,107,107,0.0,0.0,741
NR6A1B,634,634,107,107,0.0,0.0,741
NRL,634,634,107,107,0.0,0.0,741
OLIG1,634,634,107,107,0.0,0.0,741
OLIG2,634,634,107,107,0.0,0.0,741
OLIG4,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
ONECUT1,634,634,107,107,0.0,0.0,741
ONECUT2,634,634,107,107,0.0,0.0,741
ONECUT3A,634,634,107,107,0.0,0.0,741
ONECUTL,634,634,107,107,0.0,0.0,741
OSR1,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
OSR2,634,634,107,107,0.0,0.0,741
OTPA,634,634,107,107,0.0,0.0,741
OTPB,634,634,107,107,0.0,0.0,741
OTX1A,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
OTX1B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
OTX2,634,634,107,107,0.0,0.0,741
OTX5,634,634,107,107,0.0,0.0,741
OVOL1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PATZ1,634,634,107,107,0.0,0.0,741
PAX10,634,634,107,107,0.0,0.0,741
PAX1A,634,634,107,107,0.0,0.0,741
PAX1B,634,634,107,107,0.0,0.0,741
PAX2A,634,634,107,107,0.0,0.0,741
PAX2B,634,634,107,107,0.0,0.0,741
PAX3A,634,634,107,107,0.0,0.0,741
PAX3B,634,634,107,107,0.0,0.0,741
PAX4,634,634,107,107,0.0,0.0,741
PAX5,634,634,107,107,0.0,0.0,741
PAX6A,634,634,107,107,0.0,0.0,741
PAX6B,634,634,107,107,0.0,0.0,741
PAX7A,634,634,107,107,0.0,0.0,741
PAX7B,634,634,107,107,0.0,0.0,741
PAX8,634,634,107,107,0.0,0.0,741
PAX9,634,634,107,107,0.0,0.0,741
PBRM1L,612,634,129,107,-0.05095118744675548,0.2697602690221072,741
PBX1A,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
PBX1B,634,634,107,107,0.0,0.0,741
PBX2,586,634,155,107,-0.11358217571715933,0.5346574188730906,741
PBX3A,634,634,107,107,0.0,0.0,741
PBX3B,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
PBX4,647,634,94,107,0.029282871853100412,-0.18687813472350961,741
PDX1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PGM3,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
PGR,634,634,107,107,0.0,0.0,741
PHF20A,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
PHF21AB,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
PHOX2A,634,634,107,107,0.0,0.0,741
PHOX2BA,634,634,107,107,0.0,0.0,741
PHOX2BB,634,634,107,107,0.0,0.0,741
PIMR183,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
PITX1,634,634,107,107,0.0,0.0,741
PITX2,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
PITX3,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
PKNOX1.1,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
PKNOX1.2,634,634,107,107,0.0,0.0,741
PKNOX2,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
PLAG1,634,634,107,107,0.0,0.0,741
PLAGL2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PLAGX,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
PNX,634,634,107,107,0.0,0.0,741
POU1F1,634,634,107,107,0.0,0.0,741
POU2F1B,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
POU2F2A,634,634,107,107,0.0,0.0,741
POU2F3,703,634,38,107,0.14904184893312802,-1.4935394729575615,741
POU3F1,634,634,107,107,0.0,0.0,741
POU3F2A,634,634,107,107,0.0,0.0,741
POU3F2B,634,634,107,107,0.0,0.0,741
POU3F3A,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
POU3F3B,634,634,107,107,0.0,0.0,741
POU4F1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
POU4F2,634,634,107,107,0.0,0.0,741
POU4F3,634,634,107,107,0.0,0.0,741
POU5F3,603,634,138,107,-0.0723248382393225,0.367057470377022,741
POU6F1,634,634,107,107,0.0,0.0,741
POU6F2,622,634,119,107,-0.027568260008804704,0.15335077690679658,741
PPARAA,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PPARAB,634,634,107,107,0.0,0.0,741
PPARDA,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PPARDB,634,634,107,107,0.0,0.0,741
PPARG,634,634,107,107,0.0,0.0,741
PRDM10,634,634,107,107,0.0,0.0,741
PRDM12B,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PRDM13,634,634,107,107,0.0,0.0,741
PRDM14,634,634,107,107,0.0,0.0,741
PRDM15,634,634,107,107,0.0,0.0,741
PRDM16,634,634,107,107,0.0,0.0,741
PRDM1A,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
PRDM1C,634,634,107,107,0.0,0.0,741
PRDM2A,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
PRDM2B,634,634,107,107,0.0,0.0,741
PRDM4,594,634,147,107,-0.09401990933864153,0.4582053584352175,741
PRDM5,634,634,107,107,0.0,0.0,741
PRDM8B,634,634,107,107,0.0,0.0,741
PRDM9,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
PRKRIRA,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
PRKRIRB,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
PROP1,634,634,107,107,0.0,0.0,741
PROX1A,634,634,107,107,0.0,0.0,741
PROX1B,634,634,107,107,0.0,0.0,741
PROX2,634,634,107,107,0.0,0.0,741
PRRX1A,634,634,107,107,0.0,0.0,741
PRRX1B,634,634,107,107,0.0,0.0,741
PTF1A,634,634,107,107,0.0,0.0,741
RARAA,634,634,107,107,0.0,0.0,741
RARAB,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
RARGA,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
RARGB,634,634,107,107,0.0,0.0,741
RBPJA,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
RBPJB,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
REL,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
RELA,634,634,107,107,0.0,0.0,741
RELB,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
REREB,634,634,107,107,0.0,0.0,741
REST,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
RFX1A,634,634,107,107,0.0,0.0,741
RFX1B,620,634,121,107,-0.03221462486516966,0.17739625087344757,741
RFX2,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
RFX3,634,634,107,107,0.0,0.0,741
RFX4,634,634,107,107,0.0,0.0,741
RFX5,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
RFX6,634,634,107,107,0.0,0.0,741
RFX7,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
RLF,649,634,92,107,0.03373563785973136,-0.2179050303441341,741
RNH1,634,634,107,107,0.0,0.0,741
RORAA,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
RORAB,634,634,107,107,0.0,0.0,741
RORB,634,634,107,107,0.0,0.0,741
RORC,634,634,107,107,0.0,0.0,741
RORCA,634,634,107,107,0.0,0.0,741
RORCB,634,634,107,107,0.0,0.0,741
RREB1A,598,634,143,107,-0.08433735594130218,0.4184043503772425,741
RREB1B,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
RUNX1,634,634,107,107,0.0,0.0,741
RUNX2B,634,634,107,107,0.0,0.0,741
RUNX3,634,634,107,107,0.0,0.0,741
RX1,634,634,107,107,0.0,0.0,741
RX2,634,634,107,107,0.0,0.0,741
RX3,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
RXRAA,634,634,107,107,0.0,0.0,741
RXRAB,634,634,107,107,0.0,0.0,741
RXRBA,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
RXRBB,634,634,107,107,0.0,0.0,741
RXRGB,634,634,107,107,0.0,0.0,741
SALL1A,594,634,147,107,-0.09401990933864153,0.4582053584352175,741
SALL1B,634,634,107,107,0.0,0.0,741
SALL2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SALL3A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SALL3B,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
SALL4,597,634,144,107,-0.08675190887460218,0.4284580150411653,741
SAMD11,634,634,107,107,0.0,0.0,741
SATB1A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SATB2,634,634,107,107,0.0,0.0,741
SCOCB,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SCRT1A,634,634,107,107,0.0,0.0,741
SCRT1B,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
SCRT2,634,634,107,107,0.0,0.0,741
SCXA,634,634,107,107,0.0,0.0,741
SEBOX,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SETDB1A,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SETDB1B,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
SHOX,634,634,107,107,0.0,0.0,741
SHOX2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH1073-127D16.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH1073-186O8.3,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH1073-189O9.1,634,634,107,107,0.0,0.0,741
SI:CH1073-224N8.1,645,634,96,107,0.024816320171209057,-0.15650448567999078,741
SI:CH1073-357B18.4,569,634,172,107,-0.1560541878328254,0.684797768300951,741
SI:CH211-107P11.3,634,634,107,107,0.0,0.0,741
SI:CH211-108C17.2,634,634,107,107,0.0,0.0,741
SI:CH211-110E21.4,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
SI:CH211-113P18.3,634,634,107,107,0.0,0.0,741
SI:CH211-116O3.5,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
SI:CH211-117K10.3,634,634,107,107,0.0,0.0,741
SI:CH211-120C15.3,634,634,107,107,0.0,0.0,741
SI:CH211-145H19.5,634,634,107,107,0.0,0.0,741
SI:CH211-145O7.3,634,634,107,107,0.0,0.0,741
SI:CH211-148L7.4,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:CH211-152L15.2,634,634,107,107,0.0,0.0,741
SI:CH211-153J24.3,634,634,107,107,0.0,0.0,741
SI:CH211-155E24.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH211-15D5.12,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
SI:CH211-161M3.1,634,634,107,107,0.0,0.0,741
SI:CH211-161M3.2,634,634,107,107,0.0,0.0,741
SI:CH211-161M3.4,634,634,107,107,0.0,0.0,741
SI:CH211-162E15.3,620,634,121,107,-0.03221462486516966,0.17739625087344757,741
SI:CH211-162I8.2,634,634,107,107,0.0,0.0,741
SI:CH211-162I8.5,634,634,107,107,0.0,0.0,741
SI:CH211-162I8.7,634,634,107,107,0.0,0.0,741
SI:CH211-173P18.3,624,634,117,107,-0.022936811277158933,0.12889773318225758,741
SI:CH211-194H1.2,634,634,107,107,0.0,0.0,741
SI:CH211-196C10.13,634,634,107,107,0.0,0.0,741
SI:CH211-197E7.3,634,634,107,107,0.0,0.0,741
SI:CH211-198A12.6,650,634,91,107,0.03595687777640969,-0.2336723462024507,741
SI:CH211-207E19.15,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SI:CH211-207I20.2,634,634,107,107,0.0,0.0,741
SI:CH211-207I20.3,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH211-208F21.2,634,634,107,107,0.0,0.0,741
SI:CH211-209J12.3,634,634,107,107,0.0,0.0,741
SI:CH211-210B2.1,634,634,107,107,0.0,0.0,741
SI:CH211-212K5.1,634,634,107,107,0.0,0.0,741
SI:CH211-212K5.4,634,634,107,107,0.0,0.0,741
SI:CH211-222K6.1,634,634,107,107,0.0,0.0,741
SI:CH211-222K6.2,634,634,107,107,0.0,0.0,741
SI:CH211-223A21.1,634,634,107,107,0.0,0.0,741
SI:CH211-223A21.3,634,634,107,107,0.0,0.0,741
SI:CH211-223A21.4,634,634,107,107,0.0,0.0,741
SI:CH211-223A21.6,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:CH211-226O13.2,634,634,107,107,0.0,0.0,741
SI:CH211-229L10.11,634,634,107,107,0.0,0.0,741
SI:CH211-231I17.4,634,634,107,107,0.0,0.0,741
SI:CH211-234C11.2,634,634,107,107,0.0,0.0,741
SI:CH211-235I11.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH211-235I11.4,591,634,150,107,-0.10132470996187483,0.48735170409473394,741
SI:CH211-235I11.5,634,634,107,107,0.0,0.0,741
SI:CH211-235I11.6,634,634,107,107,0.0,0.0,741
SI:CH211-235I11.7,634,634,107,107,0.0,0.0,741
SI:CH211-236K19.2,634,634,107,107,0.0,0.0,741
SI:CH211-236L14.1,634,634,107,107,0.0,0.0,741
SI:CH211-239D6.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH211-241B2.4,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
SI:CH211-241E1.5,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
SI:CH211-241N15.3,634,634,107,107,0.0,0.0,741
SI:CH211-245N8.4,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH211-253B8.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH211-255F4.2,634,634,107,107,0.0,0.0,741
SI:CH211-255F4.5,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
SI:CH211-261D7.6,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
SI:CH211-262I1.5,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
SI:CH211-265G22.4,634,634,107,107,0.0,0.0,741
SI:CH211-266A5.12,634,634,107,107,0.0,0.0,741
SI:CH211-271G18.4,634,634,107,107,0.0,0.0,741
SI:CH211-276C2.4,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:CH211-283L16.1,634,634,107,107,0.0,0.0,741
SI:CH211-284E13.5,609,634,132,107,-0.0580406122330748,0.3029271329573064,741
SI:CH211-284E13.6,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH211-59D15.4,634,634,107,107,0.0,0.0,741
SI:CH211-69L10.4,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH211-79G12.1,634,634,107,107,0.0,0.0,741
SI:CH211-89O9.6,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH211-9D9.1,634,634,107,107,0.0,0.0,741
SI:CH73-109D9.2,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SI:CH73-109D9.3,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:CH73-127M5.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH73-138E16.2,634,634,107,107,0.0,0.0,741
SI:CH73-138E16.4,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:CH73-138E16.5,634,634,107,107,0.0,0.0,741
SI:CH73-138E16.6,634,634,107,107,0.0,0.0,741
SI:CH73-138E16.8,634,634,107,107,0.0,0.0,741
SI:CH73-144D13.4,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH73-144D13.5,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
SI:CH73-144D13.7,634,634,107,107,0.0,0.0,741
SI:CH73-144D13.8,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SI:CH73-266F23.3,634,634,107,107,0.0,0.0,741
SI:CH73-299H12.3,649,634,92,107,0.03373563785973136,-0.2179050303441341,741
SI:CH73-299H12.4,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:CH73-299H12.6,634,634,107,107,0.0,0.0,741
SI:CH73-299H12.8,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:CH73-299H12.9,634,634,107,107,0.0,0.0,741
SI:CH73-311H14.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH73-347E22.4,603,634,138,107,-0.0723248382393225,0.367057470377022,741
SI:CH73-367F21.5,634,634,107,107,0.0,0.0,741
SI:CH73-367F21.6,634,634,107,107,0.0,0.0,741
SI:CH73-382F3.1,621,634,120,107,-0.02988957191892581,0.16542360920737145,741
SI:CH73-389K6.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:CH73-40A17.4,634,634,107,107,0.0,0.0,741
SI:CH73-57F22.2,634,634,107,107,0.0,0.0,741
SI:CH73-59F11.3,634,634,107,107,0.0,0.0,741
SI:CH73-92E7.4,634,634,107,107,0.0,0.0,741
SI:DKEY-109J17.5,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-111K8.2,634,634,107,107,0.0,0.0,741
SI:DKEY-111K8.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-111K8.5,634,634,107,107,0.0,0.0,741
SI:DKEY-122C11.7,634,634,107,107,0.0,0.0,741
SI:DKEY-122C11.8,634,634,107,107,0.0,0.0,741
SI:DKEY-13N23.3,634,634,107,107,0.0,0.0,741
SI:DKEY-146C18.5,634,634,107,107,0.0,0.0,741
SI:DKEY-149M13.4,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-14D8.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-14K9.3,634,634,107,107,0.0,0.0,741
SI:DKEY-14O6.4,634,634,107,107,0.0,0.0,741
SI:DKEY-14O6.8,634,634,107,107,0.0,0.0,741
SI:DKEY-156J15.1,634,634,107,107,0.0,0.0,741
SI:DKEY-156N14.3,634,634,107,107,0.0,0.0,741
SI:DKEY-15H8.15,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEY-15H8.16,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-165B20.3,634,634,107,107,0.0,0.0,741
SI:DKEY-16B10.2,634,634,107,107,0.0,0.0,741
SI:DKEY-16P19.1,634,634,107,107,0.0,0.0,741
SI:DKEY-16P19.5,634,634,107,107,0.0,0.0,741
SI:DKEY-172K15.3,634,634,107,107,0.0,0.0,741
SI:DKEY-172K15.4,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
SI:DKEY-172O19.2,634,634,107,107,0.0,0.0,741
SI:DKEY-176F19.1,634,634,107,107,0.0,0.0,741
SI:DKEY-176F19.7,634,634,107,107,0.0,0.0,741
SI:DKEY-179K24.2,634,634,107,107,0.0,0.0,741
SI:DKEY-182I3.10,634,634,107,107,0.0,0.0,741
SI:DKEY-182I3.8,634,634,107,107,0.0,0.0,741
SI:DKEY-182I3.9,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
SI:DKEY-18A10.3,634,634,107,107,0.0,0.0,741
SI:DKEY-199M13.4,634,634,107,107,0.0,0.0,741
SI:DKEY-199M13.5,634,634,107,107,0.0,0.0,741
SI:DKEY-199M13.7,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-19B23.10,634,634,107,107,0.0,0.0,741
SI:DKEY-1B17.2,567,634,174,107,-0.16113410519717844,0.7014765094475813,741
SI:DKEY-1B17.5,634,634,107,107,0.0,0.0,741
SI:DKEY-201G16.1,634,634,107,107,0.0,0.0,741
SI:DKEY-208K4.2,634,634,107,107,0.0,0.0,741
SI:DKEY-20I10.7,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-20I20.10,634,634,107,107,0.0,0.0,741
SI:DKEY-20I20.11,634,634,107,107,0.0,0.0,741
SI:DKEY-20I20.15,634,634,107,107,0.0,0.0,741
SI:DKEY-20I20.2,634,634,107,107,0.0,0.0,741
SI:DKEY-20I20.3,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEY-20I20.4,634,634,107,107,0.0,0.0,741
SI:DKEY-20I20.7,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-20I20.9,634,634,107,107,0.0,0.0,741
SI:DKEY-210J14.3,634,634,107,107,0.0,0.0,741
SI:DKEY-210J14.4,634,634,107,107,0.0,0.0,741
SI:DKEY-222B8.1,634,634,107,107,0.0,0.0,741
SI:DKEY-226L10.6,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
SI:DKEY-228B2.6,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-229B18.3,634,634,107,107,0.0,0.0,741
SI:DKEY-22H13.2,634,634,107,107,0.0,0.0,741
SI:DKEY-22H13.3,634,634,107,107,0.0,0.0,741
SI:DKEY-233E3.3,634,634,107,107,0.0,0.0,741
SI:DKEY-237M9.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-237M9.2,634,634,107,107,0.0,0.0,741
SI:DKEY-239N17.4,634,634,107,107,0.0,0.0,741
SI:DKEY-23A23.3,634,634,107,107,0.0,0.0,741
SI:DKEY-240N22.8,634,634,107,107,0.0,0.0,741
SI:DKEY-246J6.3,657,634,84,107,0.05141053018292233,-0.3491495636223867,741
SI:DKEY-247I3.1,634,634,107,107,0.0,0.0,741
SI:DKEY-247I3.5,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEY-247I3.6,634,634,107,107,0.0,0.0,741
SI:DKEY-248E17.5,634,634,107,107,0.0,0.0,741
SI:DKEY-250D21.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-253D23.11,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-253D23.2,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
SI:DKEY-253D23.5,634,634,107,107,0.0,0.0,741
SI:DKEY-253D23.8,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEY-253D23.9,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEY-256I11.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-25I10.1,634,634,107,107,0.0,0.0,741
SI:DKEY-261J4.3,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEY-261J4.4,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
SI:DKEY-261J4.5,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEY-262G12.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-262G12.7,634,634,107,107,0.0,0.0,741
SI:DKEY-264F17.4,634,634,107,107,0.0,0.0,741
SI:DKEY-269O24.6,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
SI:DKEY-26I24.1,634,634,107,107,0.0,0.0,741
SI:DKEY-285E18.5,634,634,107,107,0.0,0.0,741
SI:DKEY-28I19.1,634,634,107,107,0.0,0.0,741
SI:DKEY-29J8.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-29P23.2,634,634,107,107,0.0,0.0,741
SI:DKEY-30F3.2,634,634,107,107,0.0,0.0,741
SI:DKEY-30K6.5,634,634,107,107,0.0,0.0,741
SI:DKEY-33C14.6,634,634,107,107,0.0,0.0,741
SI:DKEY-34F9.3,634,634,107,107,0.0,0.0,741
SI:DKEY-34M19.3,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
SI:DKEY-3P4.7,634,634,107,107,0.0,0.0,741
SI:DKEY-3P4.8,634,634,107,107,0.0,0.0,741
SI:DKEY-40J3.3,634,634,107,107,0.0,0.0,741
SI:DKEY-40N15.1,634,634,107,107,0.0,0.0,741
SI:DKEY-43P13.5,626,634,115,107,-0.018320183206788968,0.10402306454322828,741
SI:DKEY-4C15.12,634,634,107,107,0.0,0.0,741
SI:DKEY-4C15.13,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-4C15.16,634,634,107,107,0.0,0.0,741
SI:DKEY-4C15.8,634,634,107,107,0.0,0.0,741
SI:DKEY-4C15.9,634,634,107,107,0.0,0.0,741
SI:DKEY-4E4.1,634,634,107,107,0.0,0.0,741
SI:DKEY-50I6.6,634,634,107,107,0.0,0.0,741
SI:DKEY-54J5.2,634,634,107,107,0.0,0.0,741
SI:DKEY-56D12.4,634,634,107,107,0.0,0.0,741
SI:DKEY-56M15.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-56M15.5,634,634,107,107,0.0,0.0,741
SI:DKEY-56M15.6,634,634,107,107,0.0,0.0,741
SI:DKEY-56M15.8,634,634,107,107,0.0,0.0,741
SI:DKEY-57K17.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
SI:DKEY-5I16.5,634,634,107,107,0.0,0.0,741
SI:DKEY-5N7.2,634,634,107,107,0.0,0.0,741
SI:DKEY-60A16.1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
SI:DKEY-60D5.3,634,634,107,107,0.0,0.0,741
SI:DKEY-66I24.7,647,634,94,107,0.029282871853100412,-0.18687813472350961,741
SI:DKEY-66I24.8,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
SI:DKEY-66I24.9,651,634,90,107,0.038174703026228315,-0.24961389007147225,741
SI:DKEY-68O6.5,518,634,223,107,-0.2915307424528533,1.0594329135191578,741
SI:DKEY-68O6.6,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
SI:DKEY-68O6.8,634,634,107,107,0.0,0.0,741
SI:DKEY-6E2.2,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
SI:DKEY-72L17.6,634,634,107,107,0.0,0.0,741
SI:DKEY-77F5.11,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
SI:DKEY-77F5.13,634,634,107,107,0.0,0.0,741
SI:DKEY-77F5.14,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
SI:DKEY-77F5.15,634,634,107,107,0.0,0.0,741
