index,fate_excluding_DCs,fate_excluding_Ery_1,fate_excluding_HSC_1,fate_excluding_Mono_1,fate_excluding_Precursors,fate_excluding_HSC_2,fate_excluding_Mono_2,fate_excluding_Ery_2
Run4_129565717621533,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_129582985309044,Ery_1,DCs,DCs,DCs,Mega,DCs,Mono_1,Mega
Run4_129582985497013,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_129582985592221,Ery_2,DCs,Mega,DCs,Mono_1,Mega,Mega,DCs
Run4_129582985828700,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_129583032002916,Ery_2,Mega,DCs,Mega,Mega,DCs,DCs,HSC_1
Run4_129663530646894,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_129663530821476,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_129663530850526,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2
Run4_129663530919645,DCs,Mono_1,Precursors,Mega,Ery_2,Mega,DCs,Mega
Run4_129663543921453,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_129978390767926,DCs,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_129978418219877,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130057594071836,Ery_1,Mega,Mega,Mega,Mega,Mega,Ery_2,Ery_1
Run4_130057606915939,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130057607240948,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_130126432922459,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130126433146612,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130126433671915,DCs,DCs,DCs,Ery_2,Ery_2,DCs,DCs,Ery_2
Run4_130126447786731,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130126448081643,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130126460111589,Ery_2,Mega,Ery_2,Ery_1,Ery_2,Mega,Ery_2,Ery_1
Run4_130126460635380,Ery_2,DCs,Mega,DCs,Ery_2,DCs,Mega,Mega
Run4_130126479289627,DCs,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs
Run4_130126479550812,Ery_2,DCs,Mega,Mega,Mega,Mega,Mega,DCs
Run4_130134889323939,Mono_1,Mono_2,Mono_2,DCs,Mono_2,Mono_1,Mono_2,DCs
Run4_130134889380206,Ery_1,Mono_1,DCs,DCs,DCs,DCs,DCs,Mono_1
Run4_130134903733660,HSC_2,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run4_130134915861341,Mono_2,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_2,DCs
Run4_130134915902195,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130134916164899,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130134934768988,Ery_1,Mono_1,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run4_130134935485860,DCs,DCs,DCs,DCs,Mega,Ery_1,DCs,DCs
Run4_130142270581557,Mega,DCs,Mega,Mega,Ery_2,Mega,Mega,Mega
Run4_130142271298979,HSC_2,DCs,Ery_1,Mega,DCs,DCs,Mono_2,Mega
Run4_130142286047156,Mono_2,DCs,Ery_2,Ery_2,DCs,HSC_1,DCs,DCs
Run4_130142297803558,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130142298069875,Ery_2,DCs,Mega,Mega,Mega,Ery_2,Ery_2,Ery_1
Run4_130142298126126,Ery_2,Mega,DCs,DCs,DCs,HSC_1,Mega,DCs
Run4_130142298127654,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130142298336179,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130142298659099,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_130142316947294,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130142317537517,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run4_130144686697374,DCs,DCs,Ery_2,Mega,Precursors,Ery_1,Mega,DCs
Run4_130144686946166,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130144701430572,DCs,DCs,Ery_2,DCs,Ery_1,Ery_2,Mega,Mega
Run4_130144713726813,DCs,DCs,DCs,Mono_2,Mono_1,DCs,Mega,Mega
Run4_130144714475947,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130144732600101,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130144733181734,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_2
Run4_130144733412140,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130184146962341,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130184146991460,DCs,DCs,DCs,DCs,DCs,DCs,DCs,HSC_1
Run4_130184147004718,Mono_1,Mega,Mega,DCs,Mega,DCs,DCs,Ery_2
Run4_130184147257766,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130184161421148,DCs,DCs,DCs,DCs,Mono_1,Mono_1,DCs,DCs
Run4_130184174557939,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130184192936371,Mono_1,DCs,Ery_2,DCs,Mono_1,DCs,DCs,DCs
Run4_130184193206109,Ery_2,Mega,Mega,Ery_2,Mega,Mega,Mega,Mega
Run4_130185503324012,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130185503820724,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130185516701998,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130185534827748,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_130185535306013,DCs,DCs,DCs,DCs,Mega,Mono_1,Mega,Mega
Run4_130194227447726,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130194227489708,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130194227514652,HSC_2,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run4_130194227747676,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130194240822060,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130194259688686,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_130203904260851,Mono_2,Precursors,DCs,DCs,Mega,DCs,Mega,DCs
Run4_130529086781342,DCs,Mono_1,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_130529086818542,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130529100774814,DCs,DCs,DCs,DCs,Ery_1,Mono_1,DCs,DCs
Run4_130529101532508,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_130529113782572,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130529113819493,DCs,DCs,DCs,DCs,Mega,Mega,Mega,DCs
Run4_130529132723550,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_130529132926812,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130531368060718,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_130531382486963,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130624783240604,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_130624798276324,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130624798508909,Mono_1,Mono_1,Ery_2,Ery_2,Ery_2,Ery_1,Mega,Ery_1
Run4_130624810796893,HSC_2,DCs,DCs,DCs,Ery_2,DCs,DCs,DCs
Run4_130624830160110,Ery_2,Mono_1,DCs,DCs,Mega,DCs,DCs,DCs
Run4_130675115223459,Ery_2,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_130675143007539,Mega,Mono_1,DCs,DCs,Mega,DCs,Mono_1,Mono_1
Run4_130693100129694,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130693115301102,DCs,DCs,DCs,DCs,Mono_1,Ery_1,Mono_1,DCs
Run4_130693115627438,Ery_2,Mega,DCs,DCs,Ery_1,Mega,Mega,DCs
Run4_130693146729315,DCs,DCs,DCs,DCs,Mega,HSC_2,Mega,DCs
Run4_130736318245604,Ery_2,DCs,DCs,DCs,Mega,Ery_2,DCs,Mega
Run4_130736318737710,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130736332883894,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130736333405099,DCs,DCs,DCs,DCs,DCs,Ery_2,DCs,Mono_2
Run4_130736333471003,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_130736333643108,Mono_2,DCs,Mono_1,DCs,Mono_2,DCs,DCs,DCs
Run4_130736365160732,Ery_1,DCs,DCs,Mono_2,Mega,DCs,DCs,Ery_2
Run4_130754437867933,Ery_2,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_2
Run4_130754452543710,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130754465193270,Precursors,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_130754465351916,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_130754465458027,Ery_1,Mega,Ery_2,Ery_2,Mega,Mega,Ery_2,Ery_1
Run4_130761014603109,Mono_1,DCs,Mega,Ery_2,Ery_2,DCs,Mono_1,Mono_1
Run4_130761029764851,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130761042282796,Mono_1,Mono_2,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_130761061195188,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_131089713515934,DCs,DCs,DCs,DCs,Mega,DCs,DCs,Mono_1
Run4_131089728129452,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131089728190190,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_2,Mono_1
Run4_131089728203500,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131089728235884,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131089759922011,DCs,DCs,DCs,DCs,Mono_2,DCs,Mono_1,DCs
Run4_131097901088157,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_131097901316828,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131097928022955,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2,Ery_1
Run4_131097928100724,DCs,DCs,DCs,DCs,Mega,DCs,Mono_1,DCs
Run4_131097928330142,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_131097928816924,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_131097946962348,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131097947127195,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131175210441444,Ery_1,Mega,Mega,Mega,Ery_2,Ery_2,Ery_1,Ery_1
Run4_131175225707747,DCs,Mono_1,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_131175256546094,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131217354877294,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131217355066732,Ery_2,DCs,DCs,DCs,DCs,DCs,Mega,Mono_2
Run4_131217369819939,Mono_2,Mono_1,Ery_1,DCs,Mega,DCs,Ery_1,Mega
Run4_131217382107933,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131217400708342,Mega,DCs,Ery_1,DCs,Mono_1,Mono_1,DCs,DCs
Run4_131217401166134,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131234280914166,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131234281244509,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run4_131234293504795,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131234312121629,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131234312146284,Mono_1,Mega,Ery_2,DCs,DCs,DCs,Mega,DCs
Run4_131234312154540,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131234312894774,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131242050939755,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131242051128684,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131242065508790,DCs,DCs,DCs,DCs,Mono_1,DCs,Ery_2,DCs
Run4_131242065607022,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131242065837411,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131242078170357,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131242097031516,Mono_2,Mono_2,DCs,DCs,Mono_1,Mono_1,DCs,Mono_2
Run4_131293456284381,Mono_2,Mono_1,Mono_2,DCs,DCs,Mono_1,Mono_2,Mono_1
Run4_131293456787380,DCs,DCs,DCs,DCs,Mega,Mega,Mono_1,DCs
Run4_131293471271715,Mono_2,DCs,DCs,DCs,Ery_1,DCs,DCs,DCs
Run4_131293471430884,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_2,Mono_1
Run4_131293483755363,Ery_1,DCs,DCs,DCs,Ery_1,Mega,Mega,Mega
Run4_131293502367541,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_131293502887853,Mono_2,Mono_1,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run4_131309562153836,DCs,Mono_1,DCs,DCs,DCs,Mono_1,DCs,Mono_1
Run4_131309577292083,Mono_1,DCs,Ery_2,DCs,Mono_1,Ery_2,Mega,Mono_1
Run4_131309590145332,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_131310501607789,Ery_2,Mono_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131310516333932,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_131310516590814,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_131310529137381,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_133829902621022,DCs,DCs,DCs,DCs,Mono_2,DCs,Mono_2,DCs
Run4_133829902874925,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_133829917330675,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_133829918121182,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_133829930108780,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_133829930109669,Ery_2,DCs,DCs,DCs,Ery_1,DCs,Mega,Mega
Run4_133829949343589,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_133854464731940,HSC_2,DCs,DCs,DCs,Mega,DCs,Mono_1,Mono_2
Run4_133854465215788,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run4_133854510832437,DCs,DCs,DCs,DCs,HSC_2,DCs,Mega,Mono_1
Run4_133854510868318,DCs,DCs,Mega,Mega,Mega,Ery_1,Mega,DCs
Run4_133895267445470,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_133895281851236,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_133895282158836,Ery_2,DCs,DCs,DCs,Mega,Mega,Mega,Mega
Run4_133895294208868,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_133895294672293,Ery_2,DCs,Mono_1,DCs,DCs,DCs,Mega,DCs
Run4_133895312850291,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_133974589631286,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run4_133974590114030,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run4_133974604798197,Ery_1,Mono_1,Ery_2,Mega,DCs,Ery_2,Ery_1,DCs
Run4_133974617123676,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_133974617344747,Mono_1,DCs,DCs,DCs,Mega,DCs,Ery_2,DCs
Run4_133974635801524,Mega,DCs,DCs,Mega,Mono_1,Mega,Mega,DCs
Run4_133974636259563,DCs,DCs,DCs,DCs,Mono_1,DCs,Mega,DCs
Run4_134033645096348,DCs,Mono_1,DCs,DCs,Mega,DCs,DCs,DCs
Run4_134033659874678,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134033672984870,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_134033691335461,DCs,Mega,DCs,DCs,Ery_2,DCs,DCs,Mono_2
Run4_134041176492980,Mono_1,Mega,Ery_1,DCs,HSC_2,Mega,Ery_2,Mega
Run4_134041208208622,Ery_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2
Run4_134041208273197,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134376302950822,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134376303277996,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_134376317636020,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134376317638444,Mono_1,Mono_1,Mono_2,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134376318164197,Mono_1,Mono_1,Mono_1,DCs,DCs,Mono_1,Mono_1,DCs
Run4_134376318188459,Mega,Mega,DCs,DCs,Ery_2,DCs,Ery_1,Mono_2
Run4_134376331074867,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_2
Run4_134376349616557,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134377525631211,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_134377538219363,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134447975255283,DCs,DCs,DCs,DCs,HSC_2,DCs,Mega,DCs
Run4_134447975750454,Mono_1,Mono_1,DCs,DCs,Mono_1,DCs,Mono_1,Mono_1
Run4_134447976003501,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134447990232886,Mono_2,DCs,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run4_134447990758622,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134448002525940,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134448002779892,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134448003005795,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134472805832436,Mono_2,DCs,DCs,DCs,Mono_1,Mega,Mega,DCs
Run4_134472806385372,DCs,DCs,DCs,Ery_2,Ery_1,DCs,Mono_1,DCs
Run4_134472821029213,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_134472821070043,Mega,DCs,Mega,DCs,Ery_2,Mega,Mega,Mega
Run4_134472832797478,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134472833558963,DCs,DCs,Mono_2,DCs,DCs,DCs,DCs,DCs
Run4_134472851635099,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_134472851941214,DCs,Mono_1,DCs,Ery_2,Mega,DCs,DCs,DCs
Run4_134472852463028,DCs,DCs,DCs,DCs,Mega,DCs,DCs,Mono_2
Run4_134522332629341,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134522359664027,HSC_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_134522359991022,Mono_1,DCs,Mega,Mono_2,Mono_1,Ery_1,Mega,DCs
Run4_134522378087275,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134522378245870,Mono_2,Mono_1,DCs,DCs,Mono_2,Mono_1,Mono_2,Mono_1
Run4_134530788379573,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134530802235756,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134530802792365,Mono_1,Mono_1,Ery_2,Ery_2,Mega,Ery_2,Mega,Ery_1
Run4_134530802802021,Ery_1,DCs,DCs,DCs,Ery_1,Ery_2,Mega,DCs
Run4_134530802829741,Ery_2,DCs,Ery_2,DCs,Mega,Ery_2,Mega,Mega
Run4_134530815449317,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134531727603501,Mono_2,DCs,DCs,DCs,Mega,Ery_1,Mono_1,Mega
Run4_134531742587125,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_134531773754590,Ery_1,DCs,DCs,DCs,Mono_1,Mega,DCs,DCs
Run4_134539646032693,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134539646225835,DCs,DCs,DCs,DCs,Mono_1,DCs,Mega,DCs
Run4_134539674041203,Mono_2,DCs,DCs,DCs,Mono_2,DCs,Mono_2,DCs
Run4_134539692072302,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_134539692369758,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134539692881651,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134540451802414,Mono_2,DCs,Mono_1,DCs,DCs,Mono_1,Mono_2,DCs
Run4_134540466474222,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134540466505581,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134540479122854,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134592125122405,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,Mega
Run4_134592139807077,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1,Ery_1
Run4_134592140040940,DCs,DCs,DCs,DCs,DCs,Ery_1,DCs,DCs
Run4_134592152354101,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134592171981109,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134600581045533,Mono_1,DCs,Mono_1,DCs,Ery_1,Mono_1,DCs,DCs
Run4_134600608299445,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134600626988843,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run4_134936676650349,HSC_2,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_134936677205734,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134936689499357,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134936689588014,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_134936690116531,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134936708167980,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134938004450589,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_134938004778204,DCs,DCs,Ery_1,DCs,Mono_1,DCs,DCs,DCs
Run4_134938019616500,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_134938019682548,Mono_1,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_134938050837294,Mono_1,DCs,DCs,DCs,Mega,Mega,Mono_1,Mega
Run4_135014240151787,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_135014240185701,DCs,DCs,Ery_2,DCs,DCs,Mono_1,DCs,Precursors
Run4_135014254795572,DCs,Mono_1,Ery_2,DCs,Mono_1,Mega,Ery_2,DCs
Run4_135014255324531,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_135014255343900,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_135014267930867,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_135014286220019,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_135014286482275,Ery_1,HSC_1,DCs,DCs,Ery_2,HSC_2,Mega,Mega
Run4_135064438069492,Ery_2,Mono_1,Ery_1,Ery_2,Mono_1,Mega,Ery_2,Ery_2
Run4_135064452000492,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run4_135064484013917,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_135064484268966,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_135081885559019,DCs,DCs,DCs,DCs,Mono_2,DCs,Mega,DCs
Run4_135081886378805,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_135081912854884,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_135081913338204,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_135081913440485,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_135081913600813,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
